,generated,actual
1331,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1332,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
1333,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
1334,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
1335,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 2164, 265, 3984, 60, 1279, 68, 418, 62, 5907, 29]"
1336,"[27, 82, 418, 62, 5907, 29, 220, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 32932, 62, 25351, 62, 259, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
1337,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
1338,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
1339,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1340,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
1341,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
1342,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
1343,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
1344,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1345,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
1346,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 1279, 68, 418, 62, 5907, 29]"
1347,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
1348,"[27, 82, 418, 62, 5907, 29, 220, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 8727, 62, 1676, 3455, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1349,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 8727, 62, 1676, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 32932, 62, 1676, 3455, 60, 1279, 68, 418, 62, 5907, 29]"
1350,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
1351,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
1352,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1353,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 1279, 68, 418, 62, 5907, 29]"
1354,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 32932, 62, 25351, 62, 259, 60, 1279, 68, 418, 62, 5907, 29]"
1355,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
1356,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
1357,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1358,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1359,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
1360,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 1279, 68, 418, 62, 5907, 29]"
1361,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 34470, 9449, 62, 32932, 62, 2164, 265, 3984, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
1362,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
1363,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 32932, 62, 1676, 3455, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1364,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
1365,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
1366,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 1279, 68, 418, 62, 5907, 29]"
